DateKey,ProductKey,CustomerKey,RegionKey,Quantity,Net Price,SalesAmount
1,2290,18813,1,2,113.9905,227.981
1,1010,18813,1,2,177.555,355.11
1,1186,18813,1,2,817.0,1634.0
1,2173,18813,1,2,154.85,309.7
1,2104,18813,1,2,244.625,489.25
1,1553,18813,1,2,254.6,509.2
1,1628,18813,1,2,13.1955,26.391
1,1666,14157,6,2,16.0455,32.091
1,1666,15059,42,2,16.0455,32.091
1,1666,15106,28,2,16.0455,32.091
1,949,18813,1,2,254.6,509.2
1,186,18813,1,2,85.405,170.81
1,2235,18813,1,2,96.8905,193.781
1,1666,18223,32,2,16.0455,32.091
1,1666,18254,13,2,16.0455,32.091
1,2493,18813,1,2,23.7405,47.481
1,2492,18813,1,2,23.7405,47.481
1,2492,18813,1,3,23.7405,71.2215
1,744,18813,1,3,37.905,113.715
1,2053,18813,1,3,94.9905,284.9715
1,2365,18813,1,3,379.9905,1139.9715
1,1497,18813,1,3,253.65,760.95
1,956,18813,1,3,188.1,564.3
1,2382,18813,1,3,104.4905,313.4715
1,1253,18813,1,3,18.9905,56.971500000000006
1,1230,18813,1,3,1453.5,4360.5
1,929,18813,1,3,32.2905,96.8715
1,1776,15273,14,3,40.85,122.55000000000001
1,2345,18813,1,3,218.4905,655.4715
1,1646,18813,1,3,151.9905,455.9715
1,1010,18813,1,3,177.555,532.665
1,300,18813,1,3,208.05,624.1500000000001
1,197,17606,55,3,284.905,854.7149999999999
1,1628,18813,1,3,13.1955,39.5865
1,1666,14065,32,3,16.0455,48.1365
1,1666,14177,56,3,16.0455,48.1365
1,1666,14293,19,3,16.0455,48.1365
1,1164,18813,1,3,171.0,513.0
1,1666,16643,43,3,16.0455,48.1365
1,186,18813,1,3,85.405,256.21500000000003
1,2235,18813,1,3,96.8905,290.67150000000004
1,1666,17259,13,3,16.0455,48.1365
1,1666,17270,55,3,16.0455,48.1365
1,1666,18046,23,3,16.0455,48.1365
1,2493,18813,1,3,23.7405,71.2215
1,592,18824,49,3,474.05,1422.15
1,683,18840,50,3,122.55,367.65
1,736,18841,24,3,112.1,336.29999999999995
1,2492,18813,1,4,23.7405,94.962
1,2493,18813,1,4,23.7405,94.962
1,2145,18813,1,4,123.405,493.62
1,744,18813,1,4,37.905,151.62
1,2053,18813,1,4,94.9905,379.962
1,2124,17159,16,4,422.75,1691.0
1,2365,18813,1,4,379.9905,1519.962
1,1270,18813,1,4,6.6025,26.41
1,1497,18813,1,4,253.65,1014.6
1,1452,18813,1,4,278.35,1113.4
1,2206,18813,1,4,604.1905,2416.762
1,1552,18813,1,4,378.1,1512.4
1,956,18813,1,4,188.1,752.4
1,755,18813,1,4,24.225,96.9
1,2382,18813,1,4,104.4905,417.962
1,1763,4780,53,4,94.7625,379.05
1,1322,18813,1,4,31.3405,125.362
1,929,18813,1,4,32.2905,129.162
1,1261,18813,1,4,35.1405,140.562
1,2290,18813,1,4,113.9905,455.962
1,2345,18813,1,4,218.4905,873.962
1,1646,18813,1,4,151.9905,607.962
1,300,18813,1,4,208.05,832.2
1,1186,18813,1,4,817.0,3268.0
1,2173,18813,1,4,154.85,619.4
1,2104,18813,1,4,244.625,978.5
1,1553,18813,1,4,254.6,1018.4
1,1666,14173,20,4,16.0455,64.182
1,1666,15098,13,4,16.0455,64.182
1,1666,15540,15,4,16.0455,64.182
1,1666,15690,16,4,16.0455,64.182
1,1666,16459,16,4,16.0455,64.182
1,1666,16617,36,4,16.0455,64.182
1,1666,16628,54,4,16.0455,64.182
1,1666,16663,12,4,16.0455,64.182
1,1666,17078,5,4,16.0455,64.182
1,192,5970,38,4,569.05,2276.2
1,1666,18238,18,4,16.0455,64.182
1,1666,18247,19,4,16.0455,64.182
1,1593,18813,1,4,13.1955,52.782
1,572,18824,49,4,180.5,722.0
1,709,18840,50,4,110.2,440.8
1,7,19036,51,4,20.4915,81.966
2,1728,11805,57,1,63.84,63.84
2,1728,11807,58,1,63.84,63.84
2,1728,11810,59,1,63.84,63.84
2,1728,11811,60,1,63.84,63.84
2,249,9846,58,1,159.2,159.2
2,249,9848,61,1,159.2,159.2
2,279,9855,59,1,239.2,239.2
2,1884,6112,62,1,1454.4,1454.4
2,1884,6114,63,1,1454.4,1454.4
2,1884,6195,64,1,1454.4,1454.4
2,1840,6199,57,1,1279.2,1279.2
2,1840,6200,62,1,1279.2,1279.2
2,1840,6201,65,1,1279.2,1279.2
2,1840,6202,59,1,1279.2,1279.2
2,1819,9057,62,1,25.6,25.6
2,1594,4668,60,1,7.992,7.992
2,1594,4673,60,1,7.992,7.992
2,1594,4681,66,1,7.992,7.992
2,379,9894,67,2,260.8,521.6
2,1884,6115,68,2,1454.4,2908.8
2,1819,9044,69,2,25.6,51.2
2,1840,6198,70,2,1279.2,2558.4
2,1728,11806,71,3,63.84,191.52
2,1728,11816,57,3,63.84,191.52
2,1594,4675,72,3,7.992,23.976
3,1689,12275,10,1,4.731,4.731
3,1689,12277,2,1,4.731,4.731
3,1689,12278,34,1,4.731,4.731
3,1689,12279,45,1,4.731,4.731
3,1689,12328,46,1,4.731,4.731
3,1689,12380,73,1,4.731,4.731
3,1689,12518,3,1,4.731,4.731
3,1689,12550,41,1,4.731,4.731
3,1689,12559,54,1,4.731,4.731
3,1689,12565,9,1,4.731,4.731
3,1689,12667,74,1,4.731,4.731
3,1689,12668,53,1,4.731,4.731
3,1689,12688,14,1,4.731,4.731
3,1689,12689,56,1,4.731,4.731
3,1689,12693,7,1,4.731,4.731
3,1689,12694,13,1,4.731,4.731
3,1689,12695,48,1,4.731,4.731
3,1689,12696,15,1,4.731,4.731
3,1689,12698,75,1,4.731,4.731
3,1689,12699,12,1,4.731,4.731
3,1689,12700,42,1,4.731,4.731
3,1689,12701,76,1,4.731,4.731
3,1689,12787,8,1,4.731,4.731
3,1689,12788,16,1,4.731,4.731
3,1689,12790,30,1,4.731,4.731
3,1689,12791,76,1,4.731,4.731
3,1689,12792,4,1,4.731,4.731
3,1689,12793,29,1,4.731,4.731
3,1689,12795,46,1,4.731,4.731
3,1757,4839,22,1,53.105,53.105
3,1757,4840,38,1,53.105,53.105
3,1757,5219,7,1,53.105,53.105
3,1757,5223,16,1,53.105,53.105
3,1757,5224,39,1,53.105,53.105
3,197,18328,53,1,284.905,284.905
3,197,18330,77,1,284.905,284.905
3,197,18335,4,1,284.905,284.905
3,1874,5083,8,1,1727.1,1727.1
3,1874,5085,78,1,1727.1,1727.1
3,1874,5088,16,1,1727.1,1727.1
3,1874,5089,3,1,1727.1,1727.1
3,1857,5846,26,1,2520.255,2520.255
3,1857,5853,15,1,2520.255,2520.255
3,1857,5854,28,1,2520.255,2520.255
3,1857,5855,35,1,2520.255,2520.255
3,1857,5862,18,1,2520.255,2520.255
3,1857,5863,31,1,2520.255,2520.255
3,1857,5866,45,1,2520.255,2520.255
3,1830,5073,3,1,1519.05,1519.05
3,1830,5075,79,1,1519.05,1519.05
3,1830,5076,4,1,1519.05,1519.05
3,1830,5077,14,1,1519.05,1519.05
3,1830,5078,12,1,1519.05,1519.05
3,1830,5080,27,1,1519.05,1519.05
3,1830,5081,54,1,1519.05,1519.05
3,1824,4261,24,1,30.4,30.4
3,1824,4277,44,1,30.4,30.4
3,1824,4278,54,1,30.4,30.4
3,1824,4279,21,1,30.4,30.4
3,1824,4425,41,1,30.4,30.4
3,1824,4520,3,1,30.4,30.4
3,1824,4814,34,1,30.4,30.4
3,1824,4820,79,1,30.4,30.4
3,1824,4821,80,1,30.4,30.4
3,1824,4825,28,1,30.4,30.4
3,1692,12796,45,1,6.6405,6.6405
3,1692,12797,34,1,6.6405,6.6405
3,1692,12798,54,1,6.6405,6.6405
3,1692,12801,43,1,6.6405,6.6405
3,1692,12802,81,1,6.6405,6.6405
3,1692,12803,81,1,6.6405,6.6405
3,1692,12806,78,1,6.6405,6.6405
3,1692,13238,82,1,6.6405,6.6405
3,1692,13276,33,1,6.6405,6.6405
3,1692,13448,2,1,6.6405,6.6405
3,1692,13449,82,1,6.6405,6.6405
3,1692,13450,56,1,6.6405,6.6405
3,1692,13452,10,1,6.6405,6.6405
3,1692,13491,53,1,6.6405,6.6405
3,1692,13493,18,1,6.6405,6.6405
3,1692,13619,24,1,6.6405,6.6405
3,1692,13620,44,1,6.6405,6.6405
3,1692,13621,22,1,6.6405,6.6405
3,1692,13649,17,1,6.6405,6.6405
3,1692,13652,83,1,6.6405,6.6405
3,1692,13653,84,1,6.6405,6.6405
3,1692,13738,79,1,6.6405,6.6405
3,1692,13741,8,1,6.6405,6.6405
3,1692,13742,4,1,6.6405,6.6405
3,1692,13744,1,1,6.6405,6.6405
3,1692,13746,33,1,6.6405,6.6405
3,1143,18813,1,1,311.6,311.6
3,2337,18813,1,1,218.4905,218.4905
3,413,18813,1,1,569.05,569.05
3,1230,18813,1,1,1453.5,1453.5
3,1195,18813,1,1,622.25,622.25
3,1170,18813,1,1,601.35,601.35
3,328,18813,1,1,246.05,246.05
3,1037,18813,1,1,179.075,179.075
3,899,18813,1,1,41.8,41.8
3,753,18813,1,1,10.925,10.925
3,2349,18813,1,1,436.9905,436.9905
3,854,18813,1,1,122.55,122.55
3,902,18813,1,1,41.8,41.8
3,1568,18813,1,1,266.0,266.0
3,743,18813,1,1,12.3025,12.3025
3,2040,18813,1,1,132.9905,132.9905
3,1268,18813,1,1,47.462,47.462
3,719,18841,24,1,216.6,216.6
3,122,18784,85,1,265.9905,265.9905
3,2505,18813,1,1,9.4905,9.4905
3,1143,18813,1,2,311.6,623.2
3,2337,18813,1,2,218.4905,436.981
3,413,18813,1,2,569.05,1138.1
3,1230,18813,1,2,1453.5,2907.0
3,1195,18813,1,2,622.25,1244.5
3,1689,12692,8,2,4.731,9.462
3,1689,12794,29,2,4.731,9.462
3,1692,12800,2,2,6.6405,13.281
3,1692,13500,37,2,6.6405,13.281
3,1692,13618,29,2,6.6405,13.281
3,1170,18813,1,2,601.35,1202.7
3,197,18336,10,2,284.905,569.81
3,328,18813,1,2,246.05,492.1
3,1037,18813,1,2,179.075,358.15
3,1830,5079,17,2,1519.05,3038.1
3,899,18813,1,2,41.8,83.6
3,753,18813,1,2,10.925,21.85
3,2349,18813,1,2,436.9905,873.981
3,854,18813,1,2,122.55,245.1
3,1874,5087,2,2,1727.1,3454.2
3,743,18813,1,2,12.3025,24.605
3,2040,18813,1,2,132.9905,265.981
3,1857,5861,41,2,2520.255,5040.51
3,1268,18813,1,2,47.462,94.924
3,2505,18813,1,2,9.4905,18.981
3,1824,4260,12,3,30.4,91.19999999999999
3,2337,18813,1,3,218.4905,655.4715
3,1824,4822,26,3,30.4,91.19999999999999
3,413,18813,1,3,569.05,1707.1499999999999
3,1230,18813,1,3,1453.5,4360.5
3,1689,12276,39,3,4.731,14.193
3,1689,12329,44,3,4.731,14.193
3,1689,12520,45,3,4.731,14.193
3,1689,12697,53,3,4.731,14.193
3,1692,12805,53,3,6.6405,19.9215
3,1692,13237,84,3,6.6405,19.9215
3,1692,13651,6,3,6.6405,19.9215
3,1692,13737,76,3,6.6405,19.9215
3,753,18813,1,3,10.925,32.775000000000006
3,2349,18813,1,3,436.9905,1310.9715
3,854,18813,1,3,122.55,367.65
3,1757,5016,36,3,53.105,159.315
3,1757,5222,29,3,53.105,159.315
3,902,18813,1,3,41.8,125.39999999999999
3,1568,18813,1,3,266.0,798.0
3,1857,5867,17,3,2520.255,7560.765
3,1268,18813,1,3,47.462,142.38600000000002
3,719,18841,24,3,216.6,649.8
3,2505,18813,1,3,9.4905,28.471500000000002
3,1143,18813,1,4,311.6,1246.4
3,1824,4280,13,4,30.4,121.6
3,1195,18813,1,4,622.25,2489.0
3,1689,12281,25,4,4.731,18.924
3,1689,12789,12,4,4.731,18.924
3,1692,13451,86,4,6.6405,26.562
3,1692,13733,25,4,6.6405,26.562
3,1692,13743,44,4,6.6405,26.562
3,1170,18813,1,4,601.35,2405.4
3,197,18329,55,4,284.905,1139.62
3,328,18813,1,4,246.05,984.2
3,1830,5074,82,4,1519.05,6076.2
3,1874,5082,2,4,1727.1,6908.4
3,902,18813,1,4,41.8,167.2
3,1568,18813,1,4,266.0,1064.0
3,2040,18813,1,4,132.9905,531.962
3,719,18841,24,4,216.6,866.4
3,2505,18813,1,4,9.4905,37.962
4,1690,9329,19,1,16.1405,16.1405
4,1690,9330,26,1,16.1405,16.1405
4,1690,9336,28,1,16.1405,16.1405
4,1690,9337,30,1,16.1405,16.1405
4,1690,9338,43,1,16.1405,16.1405
4,1690,9339,18,1,16.1405,16.1405
4,1690,9341,31,1,16.1405,16.1405
4,1690,9345,41,1,16.1405,16.1405
4,1690,9346,41,1,16.1405,16.1405
4,1690,9347,19,1,16.1405,16.1405
4,1690,9348,5,1,16.1405,16.1405
4,1690,9361,40,1,16.1405,16.1405
4,1690,9365,26,1,16.1405,16.1405
4,1690,9367,17,1,16.1405,16.1405
4,1690,9368,18,1,16.1405,16.1405
4,1690,9462,5,1,16.1405,16.1405
4,1690,9476,24,1,16.1405,16.1405
4,1690,9477,5,1,16.1405,16.1405
4,1690,9478,5,1,16.1405,16.1405
4,1690,9636,4,1,16.1405,16.1405
4,1690,9637,9,1,16.1405,16.1405
4,1690,9645,31,1,16.1405,16.1405
4,1690,10272,20,1,16.1405,16.1405
4,1690,10288,24,1,16.1405,16.1405
4,1690,10289,33,1,16.1405,16.1405
4,1690,10294,30,1,16.1405,16.1405
4,1690,10295,34,1,16.1405,16.1405
4,1690,10301,22,1,16.1405,16.1405
4,1690,10317,21,1,16.1405,16.1405
4,1690,10325,41,1,16.1405,16.1405
4,1690,10327,34,1,16.1405,16.1405
4,1690,10328,32,1,16.1405,16.1405
4,1690,10420,45,1,16.1405,16.1405
4,1690,10434,30,1,16.1405,16.1405
4,1690,10435,5,1,16.1405,16.1405
4,1690,10436,38,1,16.1405,16.1405
4,950,1710,21,1,275.5,275.5
4,950,2017,4,1,275.5,275.5
4,950,2093,33,1,275.5,275.5
4,950,2177,16,1,275.5,275.5
4,950,2187,24,1,275.5,275.5
4,273,6624,27,1,322.05,322.05
4,273,6625,17,1,322.05,322.05
4,273,6660,29,1,322.05,322.05
4,273,6661,16,1,322.05,322.05
4,273,6662,39,1,322.05,322.05
4,1786,6343,11,1,40.85,40.85
4,1786,6370,6,1,40.85,40.85
4,1786,6486,82,1,40.85,40.85
4,1786,6487,76,1,40.85,40.85
4,1786,6488,83,1,40.85,40.85
4,1822,6499,34,1,30.4,30.4
4,1822,6519,29,1,30.4,30.4
4,1822,6557,3,1,30.4,30.4
4,1822,6659,27,1,30.4,30.4
4,1822,6664,15,1,30.4,30.4
4,1822,6665,17,1,30.4,30.4
4,543,18825,3,1,217.55,217.55
4,80,18795,84,1,38.5225,38.5225
4,976,18814,37,1,178.6,178.6
4,2157,18814,37,1,123.405,123.405
4,1159,18814,37,1,1444.0,1444.0
4,2149,18814,37,1,154.85,154.85
4,2303,18814,37,1,322.05,322.05
4,1999,18814,37,1,94.9905,94.9905
4,897,18814,37,1,39.6435,39.6435
4,1389,18814,37,1,34.1905,34.1905
4,2331,18814,37,1,96.8905,96.8905
4,2035,18814,37,1,94.9905,94.9905
4,2200,18814,37,1,255.075,255.075
4,939,18814,37,1,94.05,94.05
4,1498,18814,37,1,285.0,285.0
4,2372,18814,37,1,379.9905,379.9905
4,348,18814,37,1,720.1,720.1
4,437,18814,37,1,474.905,474.905
4,2438,18814,37,1,42.7405,42.7405
4,2193,18814,37,1,218.4905,218.4905
4,360,18814,37,1,361.0,361.0
4,1244,18814,37,1,169.1,169.1
4,1260,18814,37,1,35.1405,35.1405
4,516,18814,37,1,85.5,85.5
4,669,18841,24,1,178.6,178.6
4,721,18841,24,1,235.6,235.6
4,694,18841,24,1,96.9,96.9
4,125,18784,85,1,136.23,136.23
4,721,18841,24,2,235.6,471.2
4,2157,18814,37,2,123.405,246.81
4,1159,18814,37,2,1444.0,2888.0
4,897,18814,37,2,39.6435,79.287
4,1389,18814,37,2,34.1905,68.381
4,2331,18814,37,2,96.8905,193.781
4,2200,18814,37,2,255.075,510.15
4,939,18814,37,2,94.05,188.1
4,1498,18814,37,2,285.0,570.0
4,2372,18814,37,2,379.9905,759.981
4,437,18814,37,2,474.905,949.81
4,2438,18814,37,2,42.7405,85.481
4,360,18814,37,2,361.0,722.0
4,1244,18814,37,2,169.1,338.2
4,80,18795,84,2,38.5225,77.045
4,1690,9328,21,2,16.1405,32.281
4,1690,10326,44,2,16.1405,32.281
4,543,18825,3,2,217.55,435.1
4,950,1534,4,2,275.5,551.0
4,1822,6558,87,2,30.4,60.8
4,1690,9335,2,3,16.1405,48.421499999999995
4,1690,10271,10,3,16.1405,48.421499999999995
4,950,1365,88,3,275.5,826.5
4,976,18814,37,3,178.6,535.8
4,2157,18814,37,3,123.405,370.21500000000003
4,1159,18814,37,3,1444.0,4332.0
4,2149,18814,37,3,154.85,464.54999999999995
4,1999,18814,37,3,94.9905,284.9715
4,897,18814,37,3,39.6435,118.93050000000001
4,2331,18814,37,3,96.8905,290.67150000000004
4,2035,18814,37,3,94.9905,284.9715
4,1498,18814,37,3,285.0,855.0
4,2372,18814,37,3,379.9905,1139.9715
4,348,18814,37,3,720.1,2160.3
4,437,18814,37,3,474.905,1424.715
4,2193,18814,37,3,218.4905,655.4715
4,360,18814,37,3,361.0,1083.0
4,1244,18814,37,3,169.1,507.29999999999995
4,1260,18814,37,3,35.1405,105.42150000000001
4,669,18841,24,3,178.6,535.8
4,721,18841,24,3,235.6,706.8
4,694,18841,24,3,96.9,290.70000000000005
4,125,18784,85,3,136.23,408.68999999999994
4,1690,9340,54,4,16.1405,64.562
4,1690,9349,37,4,16.1405,64.562
4,1690,9463,35,4,16.1405,64.562
4,1690,10318,19,4,16.1405,64.562
4,1690,10744,24,4,16.1405,64.562
4,543,18825,3,4,217.55,870.2
4,1786,6344,14,4,40.85,163.4
4,1822,6506,4,4,30.4,121.6
4,976,18814,37,4,178.6,714.4
4,2149,18814,37,4,154.85,619.4
4,2303,18814,37,4,322.05,1288.2
4,1389,18814,37,4,34.1905,136.762
4,2200,18814,37,4,255.075,1020.3
4,348,18814,37,4,720.1,2880.4
4,437,18814,37,4,474.905,1899.62
4,2372,18814,37,4,379.9905,1519.962
4,2438,18814,37,4,42.7405,170.962
4,2193,18814,37,4,218.4905,873.962
4,1260,18814,37,4,35.1405,140.562
4,80,18795,84,4,38.5225,154.09
4,669,18841,24,4,178.6,714.4
4,694,18841,24,4,96.9,387.6
4,125,18784,85,4,136.23,544.92
5,1829,5372,30,1,1727.1,1727.1
5,1829,5373,6,1,1727.1,1727.1
5,1829,5374,82,1,1727.1,1727.1
5,1829,5376,37,1,1727.1,1727.1
5,1829,5377,8,1,1727.1,1727.1
5,1829,5378,39,1,1727.1,1727.1
5,1829,5379,52,1,1727.1,1727.1
5,2130,17642,77,1,422.75,422.75
5,2130,17644,37,1,422.75,422.75
5,2130,17645,29,1,422.75,422.75
